rank,finalWorth,personName,age,country,city,source,industries,selfMade,gender,birthYear,birthMonth,cpi_country,gdp_country,tertiary_education,primary_education,life_expectancy,total_tax_rate,population_country,latitude,longitude
2259,1.2,Scott Nuttall,50.0,United States,New York,Private equity,Finance & Investments,True,M,1972.0,11.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Kailashchandra Nuwal,65.0,,,Industrial explosives,Manufacturing,False,M,1957.0,7.0,,,,,,,,,
2259,1.2,Axel Oberwelland & family,56.0,Germany,Berlin,Candy,Food & Beverage,False,M,1967.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2259,1.2,Jonathan Oringer,48.0,United States,Miami Beach,Stock photos,Technology,True,M,1974.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Vitaly Orlov,58.0,Russia,Murmansk,Fisheries,Food & Beverage,True,M,1965.0,1.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
2259,1.2,Jose Isaac Peres & family,82.0,Brazil,Rio de Janeiro,Shopping malls,Real Estate,True,M,1940.0,7.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
2259,1.2,Markus Persson,43.0,Sweden,Stockholm,Computer games,Media & Entertainment,True,M,1979.0,6.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
2259,1.2,Mark Pincus,57.0,United States,San Francisco,Online games,Technology,True,M,1966.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Murdaya Poo,82.0,Indonesia,Jakarta,Diversified,Diversified,False,M,1941.0,1.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
2259,1.2,Forrest Preston,90.0,United States,Cleveland,Health care,Healthcare,True,M,1933.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Qian Ying,57.0,China,Nanyang,Pig breeding,Food & Beverage,True,F,1966.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Jimmy Rane,76.0,United States,Abbeville,Lumber,Manufacturing,True,M,1946.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Andrei Rappoport,59.0,Switzerland,Lugano,Investments,Finance & Investments,True,M,1963.0,6.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
2259,1.2,Hugo Ribeiro & family,,Brazil,Rondonopolis,Agribusiness,Food & Beverage,False,M,,,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
2259,1.2,Bennett Rosenthal,59.0,United States,Los Angeles,Finance,Finance & Investments,True,M,1963.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Atul Ruia,52.0,India,Mumbai,Real estate,Real Estate,False,M,1971.0,2.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2259,1.2,Thomas Sandell,62.0,United Kingdom,London,Hedge funds,Finance & Investments,True,M,1961.0,2.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2259,1.2,Francesco Saputo,,Canada,Montreal,Cheese,Food & Beverage,False,M,,,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
2259,1.2,Dhruv Sawhney,78.0,United Arab Emirates,Dubai,"Engineering, sugar",Construction & Engineering,False,M,1944.0,6.0,114.52,"$421,142,267,938 ",36.8,108.4,77.8,15.9,9.770529,23.424076,53.847818
2259,1.2,Gerald Schwartz,81.0,Canada,Toronto,Finance,Finance & Investments,True,M,1941.0,11.0,116.76,"$1,736,425,629,520 ",68.9,100.9,81.9,24.5,36.991981,56.130366,-106.346771
2259,1.2,Antonio Luiz Seabra,80.0,United Kingdom,London,Cosmetics,Fashion & Retail,True,M,1943.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2259,1.2,Eric Ya Shen,52.0,China,Guangzhou,Online apparel retail,Technology,True,M,1971.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Sytse 'Sid' Sijbrandij,43.0,United States,San Francisco,Software,Technology,True,M,1979.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Alexander Sixt,43.0,Germany,Munich,Car rentals,Automotive,False,M,1979.0,10.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2259,1.2,Konstantin Sixt,40.0,Germany,Munich,Car rentals,Automotive,False,M,1982.0,12.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2259,1.2,Edwin Soeryadjaya,73.0,Indonesia,Jakarta,"Coal, investments",Energy,False,M,1949.0,7.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
2259,1.2,Abhay Soi,49.0,India,Mumbai,Healthcare,Healthcare,True,M,1973.0,8.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2259,1.2,Mike Speiser,52.0,United Kingdom,London,Software,Technology,True,M,1971.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2259,1.2,Marco Squinzi,51.0,Italy,Milan,Chemical products,Construction & Engineering,False,M,1971.0,9.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2259,1.2,Veronica Squinzi,51.0,Italy,Milan,Chemical products,Construction & Engineering,False,F,1972.0,1.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2259,1.2,Michael Steinhardt,82.0,United States,Mount Kisco,Hedge funds,Finance & Investments,True,M,1940.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Ion Stoica,58.0,United States,Berkeley,Data analytics,Technology,True,M,1965.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Eddy Sugianto,77.0,Indonesia,Jakarta,Coal,Metals & Mining,True,M,1946.0,2.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
2259,1.2,Luc Tack,61.0,Belgium,Deinze,"Textile, chemicals",Manufacturing,True,M,1961.0,9.0,117.11,"$529,606,710,418 ",79.7,103.9,81.6,55.4,11.484055,50.503887,4.469936
2259,1.2,Tony Tan Caktiong,70.0,Philippines,Manila,Food,Food & Beverage,True,M,1953.0,1.0,129.61,"$376,795,508,680 ",35.5,107.5,71.1,43.1,108.116615,12.879721,121.774017
2259,1.2,Xiuguo Tang,59.0,China,Changsha,Manufacturing,Manufacturing,True,M,1963.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Sam Tarascio,78.0,Australia,Melbourne,Real estate,Real Estate,True,M,1944.0,7.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
2259,1.2,Lina Tombolato,75.0,Italy,Tombolo,Financial services,Finance & Investments,False,F,1947.0,7.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2259,1.2,Ching Bor Tung,60.0,China,Dongguan,Manufacturing,Manufacturing,True,M,1963.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Joop van den Ende,81.0,Netherlands,Baarn,TV shows,Media & Entertainment,True,M,1942.0,2.0,115.91,"$909,070,395,161 ",85.0,104.2,81.8,41.2,17.33285,52.132633,5.291266
2259,1.2,Ruben Vardanyan & family,54.0,Armenia,Erevan,Investment banking,Finance & Investments,True,M,1968.0,5.0,129.18,"$13,672,802,158 ",54.6,92.7,74.9,22.6,2.957731,40.069099,45.038189
2259,1.2,Sandro Veronesi & family,63.0,Italy,Milan,Fashion,Fashion & Retail,True,M,1959.0,10.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2259,1.2,Thongma Vijitpongpun,65.0,Thailand,Bangkok,Real estate,Real Estate,True,M,1957.0,7.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
2259,1.2,Thomas von Koch,57.0,Hong Kong,Hong Kong,Asset management,Finance & Investments,True,M,1966.0,3.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Wang Fuji,,China,Zhangzhou,Pharmaceuticals,Healthcare,True,M,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Wang Shih-Chung,61.0,Taiwan,Taipei,Pneumatic equipments,Manufacturing,True,M,1962.0,1.0,,,,,,,,,
2259,1.2,Wang Xiaoshen,54.0,China,Urumchi,Lithium,Manufacturing,True,M,1968.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,J. Wayne Weaver,87.0,United States,Jacksonville,Shoes,Diversified,True,M,1935.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Drorit Wertheim,67.0,Israel,Bnei Atarot,Coca Cola Israel,Food & Beverage,False,F,1956.0,1.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
2259,1.2,Cameron Winklevoss,41.0,United States,New York,Cryptocurrency,Finance & Investments,True,M,1981.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Tyler Winklevoss,41.0,United States,New York,Cryptocurrency,Finance & Investments,True,M,1981.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Wu Chung-yi,67.0,Taiwan,Chang Hwa County,Manufacturing,Manufacturing,False,M,1955.0,7.0,,,,,,,,,
2259,1.2,Eugene Wu,77.0,Taiwan,Taipei,Finance,Finance & Investments,False,M,1945.0,5.0,,,,,,,,,
2259,1.2,Wu Yonghua,52.0,China,Xiamen,Apparel,Fashion & Retail,True,M,1971.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Xia Xinde,58.0,China,Guangzhou,Batteries,Manufacturing,True,M,1964.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Wenbo Xiang,60.0,China,Changsha,Manufacturing,Manufacturing,True,M,1962.0,6.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Xu Jin,58.0,China,Huaibei city,Wine,Food & Beverage,True,M,1965.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Xu Shijun & family,60.0,China,Nantong,Manufacturing,Manufacturing,True,M,1963.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Wanmao Xu,78.0,China,Ningbo,Education,Service,True,M,1945.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Xu Yuejuan,61.0,China,Hangzhou,Petro Fibre,Manufacturing,True,F,1962.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Vadim Yakunin,60.0,Russia,Moscow,Pharmacy,Healthcare,True,M,1963.0,1.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
2259,1.2,Yang Yunyun,46.0,China,Guangzhou,Retail,Fashion & Retail,True,F,1977.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Matei Zaharia,37.0,United States,Berkeley,Data analytics,Technology,True,M,1985.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2259,1.2,Zan Shengda,60.0,China,Nantong,Diversified,Diversified,True,M,1963.0,4.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Zhang Xuezheng,47.0,China,Jiaxing,Telecom,Technology,True,M,1975.0,6.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Zhang Yin,66.0,China,Dongguan,Paper manufacturing,Manufacturing,True,F,1957.0,2.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Ning Zhao,56.0,China,Shanghai,Pharmaceuticals,Healthcare,True,F,1967.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Zhou Wen & family,58.0,China,Shanghai,Chemicals,Manufacturing,True,M,1965.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2259,1.2,Zhu Xingliang,63.0,China,Suzhou,Construction,Construction & Engineering,True,M,1959.0,5.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Hari Krishan Agarwal,66.0,India,Delhi,Sports shoes,Fashion & Retail,True,M,1956.0,4.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Farkhad Akhmedov,67.0,Russia,Moscow,Investments,Energy,True,M,1955.0,9.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
2405,1.1,Prem Kumar Arora,84.0,,,Pharmaceuticals,Healthcare,False,M,1938.0,9.0,,,,,,,,,
2405,1.1,Joseph Bae,51.0,United States,New York,Private equity,Finance & Investments,True,M,1972.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Abigail Bennett,42.0,United States,Rochester,Liquor,Food & Beverage,False,F,1980.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Sara Blakely,52.0,United States,Atlanta,Spanx,Fashion & Retail,True,F,1971.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Lloyd Blankfein,68.0,United States,New York,Banking,Finance & Investments,True,M,1954.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Henadiy Boholyubov,61.0,Ukraine,Dnipro,"Banking, investments",Diversified,True,M,1962.0,1.0,281.66,"$153,781,069,118 ",82.7,99.0,71.6,45.2,44.385155,48.379433,31.16558
2405,1.1,Stephane Bonvin,56.0,Switzerland,Lens,Real estate,Real Estate,True,M,1967.0,1.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
2405,1.1,Oleg Boyko,58.0,Switzerland,Lipperswil,Diversified,Diversified,True,M,1964.0,9.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
2405,1.1,Ryan Breslow,28.0,United States,Miami,E-commerce software,Technology,True,M,1994.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Thomas Bruch,72.0,Germany,St. Wendel,Retail,Fashion & Retail,False,M,1950.0,4.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2405,1.1,Marina Budiman,61.0,Indonesia,Jakarta,Data centers,Technology,True,F,1961.0,9.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
2405,1.1,Pradip Burman,80.0,India,Delhi,Consumer goods,Food & Beverage,False,M,1942.0,11.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Cai Hongbin,,China,Lianyungang,Pharmaceuticals,Healthcare,True,M,,,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Cao Kejian,60.0,China,Quzhou,Air compressors,Manufacturing,True,M,1962.0,4.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Giuliana Caprotti,82.0,Italy,Milan,Supermarkets,Food & Beverage,False,F,1940.0,11.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2405,1.1,Marina Caprotti,45.0,Italy,Milan,Supermarkets,Food & Beverage,False,F,1978.0,1.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2405,1.1,Chang Jing,40.0,China,Beijing,Technology,Technology,True,M,1982.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Chen Baohua,61.0,China,Linhai,Pharmaceutical,Healthcare,True,M,1962.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Gang Chen,55.0,China,Guangzhou,Solar energy,Energy,True,M,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Liying Chen,47.0,China,Shanghai,Package delivery,Logistics,True,F,1975.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Tony Chen,73.0,Taiwan,Taichung,Electronics,Technology,True,M,1949.0,7.0,,,,,,,,,
2405,1.1,Chen Xueling,55.0,China,Shantou,Stationery,Manufacturing,True,F,1967.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Cheng Lili,58.0,China,Changzhou,Poultry breeding,Food & Beverage,True,M,1965.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Cho Jyh-jer,,,,Semiconductors,Technology,True,M,,,,,,,,,,,
2405,1.1,Weili Dai,61.0,United States,Las Vegas,Semiconductors,Technology,True,F,1961.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Carmen Daurella Aguilera,,Spain,Barcelona,Coca-Cola bottler,Food & Beverage,False,F,,,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
2405,1.1,Deng Yingzhong,72.0,China,Zhongshan,Paper,Manufacturing,True,M,1951.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Shlomo Eliahu,87.0,Israel,Tel Aviv,Insurance,Finance & Investments,True,M,1936.0,1.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
2405,1.1,Henry Engelhardt,65.0,United Kingdom,Cardiff,Insurance,Finance & Investments,True,M,1958.0,1.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Gabriel Escarrer,88.0,Spain,Palma de Majorca,Hotels,Service,True,M,1935.0,3.0,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
2405,1.1,Daniel Feffer,63.0,Brazil,São Paulo,Pulp and paper,Manufacturing,False,M,1959.0,10.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
2405,1.1,Ruben Feffer,53.0,Brazil,São Paulo,Pulp and paper,Manufacturing,False,M,,,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
2405,1.1,Gleb Fetisov,56.0,Cyprus,Limassol,Investments,Telecom,True,M,1966.0,6.0,102.51,"$24,564,647,935 ",75.9,99.3,80.8,22.4,1.198575,35.126413,33.429859
2405,1.1,Paul Fireman,79.0,United States,Brookline,Reebok,Fashion & Retail,True,M,1944.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Robert Fisher,69.0,United States,San Francisco,Gap,Fashion & Retail,False,M,1953.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Bernd Freier,66.0,Germany,Rottendorf,Fashion retail,Fashion & Retail,True,M,1957.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2405,1.1,Donald Friese,82.0,United States,Los Angeles,Manufacturing,Manufacturing,True,M,1940.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Gan Zhongru,74.0,China,Beijing,Pharmaceuticals,Healthcare,True,M,1948.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Rahul Gautam,70.0,India,Delhi,Mattresses,Fashion & Retail,False,M,1952.0,11.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,David Golub,60.0,United States,New York,Private equity,Finance & Investments,True,M,1962.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Pavel Golubkov,47.0,Russia,Moscow,"Building, development",Real Estate,True,M,1976.0,3.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
2405,1.1,Cristina Green,,United Kingdom,London,Fashion retail,Fashion & Retail,True,F,,,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Philip Green,,United Kingdom,London,Fashion retail,Fashion & Retail,True,M,,,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Said Gutseriev,34.0,United Kingdom,London,"Retail, investments",Energy,False,M,1988.0,4.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Polys Haji-Ioannou,63.0,Monaco,Monaco,EasyJet,Service,False,M,1960.0,1.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
2405,1.1,He Zuxun,57.0,China,Kunming,Pig breeding,Food & Beverage,True,M,1965.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Christian Herz,,Germany,Hamburg,Coffee,Finance & Investments,False,M,,,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2405,1.1,Michaela Herz,,Germany,Hamburg,Coffee,Finance & Investments,False,F,,,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2405,1.1,David Hindawi,78.0,United States,Seattle,Software,Technology,True,M,1944.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Huang Shan,52.0,China,Shenzhen,Software,Technology,True,M,1970.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Huang Xiaofen & family,61.0,China,Shenzhen,Printed circuit boards,Technology,True,F,1962.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Hiroshi Ishibashi,76.0,Japan,Tokyo,Tires,Automotive,False,M,1946.0,8.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
2405,1.1,Masayuki Ishihara,74.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,False,M,1948.0,12.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
2405,1.1,Chatchai Kaewbootta,71.0,Thailand,Bangkok,Auto loans,Finance & Investments,True,M,1951.0,7.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
2405,1.1,Nikhil Kamath,36.0,India,Bangalore,Financial services,Finance & Investments,True,M,1986.0,9.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Jonas Kamprad,57.0,United Kingdom,London,IKEA,Finance & Investments,False,M,1966.0,3.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Mathias Kamprad,53.0,United Kingdom,London,IKEA,Finance & Investments,False,M,1969.0,6.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Peter Kamprad,59.0,Belgium,Tervuren,IKEA,Finance & Investments,False,M,1964.0,3.0,117.11,"$529,606,710,418 ",79.7,103.9,81.6,55.4,11.484055,50.503887,4.469936
2405,1.1,Fumio Kaneko,66.0,Japan,Kobe,Waste management,Service,True,M,1956.0,10.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
2405,1.1,Sunjay Kapur,51.0,India,Delhi,Auto parts,Automotive,False,M,1971.0,10.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Ali Metin Kazanci,88.0,Turkey,Istanbul,Energy,Energy,True,M,1934.0,8.0,234.44,"$754,411,708,203 ",23.9,93.2,77.4,42.3,83.429615,38.963745,35.243322
2405,1.1,Kangbao Ke & family,60.0,China,Guangzhou,Retailing,Healthcare,True,M,1963.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Carsten Koerl,58.0,Switzerland,Zurich,Sports data,Sports,True,M,1964.0,11.0,99.55,"$703,082,435,360 ",59.6,105.2,83.6,28.8,8.574832,46.818188,8.227512
2405,1.1,Koo Bon-sik,64.0,South Korea,Seoul,LG,Technology,False,M,1958.0,6.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
2405,1.1,Andrei Kosogov,62.0,Russia,Moscow,Banking,Energy,True,M,1961.0,3.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
